ric,data_load,capitalization,current_price,ticker
RKGRY.PK,2026-03-24,6.002229,11.63,RKGRY.PK
RKLB.O,2026-03-24,38.719721,68.0,RKLB.O
RKT.N,2026-03-24,40.210567,14.26,RKT.N
RKUNY.PK,2026-03-24,10.09353,4.72,RKUNY.PK
RL.N,2026-03-24,20.528503,339.11,RL.N
RLAY.O,2026-03-24,1.755087,9.82,RLAY.O
RLI.N,2026-03-24,5.299198,57.65,RLI.N
RLJ.N,2026-03-24,1.174322,7.73,RLJ.N
RLJ_pa.N,2026-03-24,1.174322,25.16,RLJ_pa.N
RLLCF.PK,2026-03-24,132.691284,0.0,RLLCF.PK
RLTQY.PK,2026-03-24,7.774515,0.0,RLTQY.PK
RLX.N,2026-03-24,2.5831,2.12,RLX.N
RLXXF.PK,2026-03-24,58.978665,34.21,RLXXF.PK
RMBS.O,2026-03-24,10.096677,93.35,RMBS.O
RMD.N,2026-03-24,33.210305,227.97,RMD.N
RMGGY.PK,2026-03-24,1.872379,10.2,RMGGY.PK
RMLRF.PK,2026-03-24,4.594265,2.49,RMLRF.PK
RMYHY.PK,2026-03-24,6.391359,6.98,RMYHY.PK
RNA.O,2026-03-24,0.22591,13.2,RNA.O
RNECY.PK,2026-03-24,28.112946,7.48,RNECY.PK
RNG.N,2026-03-24,3.248564,38.64,RNG.N
RNLSY.PK,2026-03-24,9.600795,6.57,RNLSY.PK
RNMBY.PK,2026-03-24,80.104251,343.57,RNMBY.PK
RNP.N,2026-03-24,0.952322,19.84,RNP.N
RNR.N,2026-03-24,12.653991,293.23,RNR.N
RNSHY.PK,2026-03-24,3.689527,24.3,RNSHY.PK
RNST.K,2026-03-24,3.291946,35.47,RNST.K
RNST.N,2026-03-24,3.291946,35.47,RNST.N
RNW.O,2026-03-24,1.795707,4.95,RNW.O
ROAD.O,2026-03-24,6.342155,112.22,ROAD.O
ROCK.O,2026-03-24,1.206998,40.85,ROCK.O
ROG.N,2026-03-24,1.825554,102.4,ROG.N
ROHCY.PK,2026-03-24,8.078768,20.39,ROHCY.PK
ROIV.O,2026-03-24,19.989533,27.93,ROIV.O
ROK.N,2026-03-24,40.20503,357.83,ROK.N
ROKU.O,2026-03-24,14.419911,97.81,ROKU.O
ROL.N,2026-03-24,25.646626,53.21,ROL.N
ROOT.O,2026-03-24,0.712247,45.79,ROOT.O
ROP.O,2026-03-24,36.382818,353.48,ROP.O
ROST.O,2026-03-24,68.92288,213.09,ROST.O
ROYUY.PK,2026-03-24,4.097102,0.0,ROYUY.PK
RPGRY.PK,2026-03-24,14.214752,28.55,RPGRY.PK
RPM.N,2026-03-24,12.342654,96.37,RPM.N
RPRX.O,2026-03-24,26.310437,45.61,RPRX.O
RPYTF.PK,2026-03-24,3.391398,107.08,RPYTF.PK
RQI.N,2026-03-24,1.613177,12.0,RQI.N
RRC.N,2026-03-24,10.521531,44.7,RRC.N
RRR.O,2026-03-24,6.099958,58.08,RRR.O
RRX.N,2026-03-24,12.244054,183.94,RRX.N
RS.N,2026-03-24,15.093701,291.76,RS.N
RSG.N,2026-03-24,66.927301,216.73,RSG.N
RSGPY.PK,2026-03-24,3.680194,0.0,RSGPY.PK
RSHGY.PK,2026-03-24,25.768341,22.08,RSHGY.PK
RSI.N,2026-03-24,5.053639,21.75,RSI.N
RSMDF.PK,2026-03-24,33.210305,25.13,RSMDF.PK
RTMVY.PK,2026-03-24,4.295622,11.43,RTMVY.PK
RTO.N,2026-03-24,15.563678,31.36,RTO.N
RTX.N,2026-03-24,262.222698,194.82,RTX.N
RUM.O,2026-03-24,1.79224,5.28,RUM.O
RUMBW.O,2026-03-24,0.0,1.16,RUMBW.O
RUN.O,2026-03-24,2.895981,12.35,RUN.O
RUSHA.O,2026-03-24,4.984489,65.58,RUSHA.O
RUSHB.O,2026-03-24,4.984489,61.85,RUSHB.O
RUSMY.PK,2026-03-24,1.907683,0.0,RUSMY.PK
RVLV.K,2026-03-24,1.584314,22.18,RVLV.K
RVLV.N,2026-03-24,1.584314,22.18,RVLV.N
RVMD.O,2026-03-24,19.149495,96.63,RVMD.O
RVT.N,2026-03-24,1.999425,16.34,RVT.N
RVTY.K,2026-03-24,9.744778,87.16,RVTY.K
RVTY.N,2026-03-24,9.744778,87.16,RVTY.N
RWEOY.PK,2026-03-24,47.454233,64.11,RWEOY.PK
RXEEY.PK,2026-03-24,11.168263,38.46,RXEEY.PK
RXO.N,2026-03-24,2.185422,13.31,RXO.N
RXRX.O,2026-03-24,1.703496,3.23,RXRX.O
RY.N,2026-03-24,225.958226,161.82,RY.N
RYAAY.O,2026-03-24,29.663768,59.3,RYAAY.O
RYAN.K,2026-03-24,9.103381,34.59,RYAN.K
RYAN.N,2026-03-24,9.103381,34.59,RYAN.N
RYCEF.PK,2026-03-24,132.691284,15.96,RYCEF.PK
RYCEY.PK,2026-03-24,132.691284,16.16,RYCEY.PK
RYDAF.PK,2026-03-24,252.693592,45.0,RYDAF.PK
RYHTY.PK,2026-03-24,1.255264,7.01,RYHTY.PK
RYKKY.PK,2026-03-24,11.945068,10.68,RYKKY.PK
RYN.N,2026-03-24,6.07015,20.08,RYN.N
RYTM.O,2026-03-24,5.780329,84.65,RYTM.O
RYZ.N,2026-03-24,0.65804,20.66,RYZ.N
RZB.N,2026-03-24,13.180165,24.94,RZB.N
RZC.N,2026-03-24,13.180165,25.34,RZC.N
RZLV.O,2026-03-24,0.911021,2.72,RZLV.O
S.N,2026-03-24,4.893176,14.38,S.N
SA.N,2026-03-24,2.684309,25.82,SA.N
SAABY.PK,2026-03-24,36.495085,34.28,SAABY.PK
SAAYY.PK,2026-03-24,8.035172,0.0,SAAYY.PK
SAEYY.PK,2026-03-24,0.772305,4.0,SAEYY.PK
SAFE.K,2026-03-24,1.018228,14.19,SAFE.K
SAFE.N,2026-03-24,1.018228,14.19,SAFE.N
SAFRF.PK,2026-03-24,139.060987,342.0,SAFRF.PK
SAFRY.PK,2026-03-24,139.060987,83.69,SAFRY.PK
SAFT.O,2026-03-24,1.069576,73.1,SAFT.O
SAGXY.PK,2026-03-24,6.361956,0.0,SAGXY.PK
SAH.N,2026-03-24,2.107755,62.83,SAH.N
SAIA.O,2026-03-24,8.787074,329.48,SAIA.O
SAIC.O,2026-03-24,4.206029,96.87,SAIC.O
SAIL.O,2026-03-24,7.070095,12.54,SAIL.O
SALRY.PK,2026-03-24,7.727734,13.9,SALRY.PK
SAM.N,2026-03-24,2.315127,221.62,SAM.N
SAN.N,2026-03-24,163.480926,11.15,SAN.N
SANA.O,2026-03-24,0.832625,3.12,SANA.O
SANM.O,2026-03-24,7.174536,131.39,SANM.O
SAP.N,2026-03-24,219.486822,178.16,SAP.N
SAPGF.PK,2026-03-24,219.486822,178.76,SAPGF.PK
SAPMY.PK,2026-03-24,8.035172,0.86,SAPMY.PK
SAPUY.PK,2026-03-24,12.839592,0.0,SAPUY.PK
SARO.K,2026-03-24,8.695597,26.14,SARO.K
SARO.N,2026-03-24,8.695597,26.14,SARO.N
SATS.O,2026-03-24,31.629018,109.49,SATS.O
SAUHY.PK,2026-03-24,15.425407,9.66,SAUHY.PK
SAXPY.PK,2026-03-24,27.888982,21.16,SAXPY.PK
SBAC.O,2026-03-24,18.193522,171.98,SBAC.O
SBAGY.PK,2026-03-24,11.571884,19.15,SBAGY.PK
SBCF.O,2026-03-24,2.939742,30.01,SBCF.O
SBCLY.PK,2026-03-24,2.802405,13.5,SBCLY.PK
SBET.O,2026-03-24,1.480684,7.51,SBET.O
SBFFF.PK,2026-03-24,6.634139,35.84,SBFFF.PK
SBFFY.PK,2026-03-24,6.634139,38.8,SBFFY.PK
SBGI.O,2026-03-24,0.958979,13.39,SBGI.O
SBGSF.PK,2026-03-24,162.459687,282.0,SBGSF.PK
SBGSY.PK,2026-03-24,162.459687,57.04,SBGSY.PK
SBH.N,2026-03-24,1.335811,13.77,SBH.N
SBHMY.PK,2026-03-24,14.130473,15.89,SBHMY.PK
SBKJY.PK,2026-03-24,101.685395,0.0,SBKJY.PK
SBLK.O,2026-03-24,2.545118,22.82,SBLK.O
SBR.N,2026-03-24,1.070416,73.42,SBR.N
SBRA.O,2026-03-24,4.964749,19.69,SBRA.O
SBS.N,2026-03-24,20.547378,29.13,SBS.N
SBSNY.PK,2026-03-24,5.535702,26.97,SBSNY.PK
SBSW.K,2026-03-24,7.919009,11.34,SBSW.K
SBSW.N,2026-03-24,7.919009,11.34,SBSW.N
SBUX.O,2026-03-24,106.900519,93.83,SBUX.O
SCABY.PK,2026-03-24,8.013524,12.13,SCABY.PK
SCBFF.PK,2026-03-24,47.101623,20.74,SCBFF.PK
SCBFY.PK,2026-03-24,47.101623,42.84,SCBFY.PK
SCBXY.PK,2026-03-24,14.740082,0.0,SCBXY.PK
SCCO.K,2026-03-24,130.720661,159.59,SCCO.K
SCCO.N,2026-03-24,130.720661,159.59,SCCO.N
SCCTY.PK,2026-03-24,5.504947,42.39,SCCTY.PK
SCGLY.PK,2026-03-24,55.524771,14.89,SCGLY.PK
SCGPY.PK,2026-03-24,4.011367,4.0,SCGPY.PK
SCHW.K,2026-03-24,166.985654,95.3,SCHW.K
SCHW.N,2026-03-24,166.985654,95.3,SCHW.N
SCHYY.PK,2026-03-24,17.399118,21.3,SCHYY.PK
SCI.N,2026-03-24,10.652003,76.51,SCI.N
SCL.N,2026-03-24,1.065442,47.07,SCL.N
SCMWY.PK,2026-03-24,45.332453,89.04,SCMWY.PK
SCRNY.PK,2026-03-24,11.562031,0.0,SCRNY.PK
SCRYY.PK,2026-03-24,6.256915,3.54,SCRYY.PK
SCSXY.PK,2026-03-24,0.0,0.0,SCSXY.PK
SCTAY.PK,2026-03-24,4.290603,0.0,SCTAY.PK
SCTBY.PK,2026-03-24,8.827364,16.73,SCTBY.PK
SCVPY.PK,2026-03-24,6.662599,4.9,SCVPY.PK
SCZMF.PK,2026-03-24,0.692565,7.59,SCZMF.PK
SDGR.O,2026-03-24,0.876304,11.87,SDGR.O
SDHC.K,2026-03-24,0.62454,12.13,SDHC.K
SDRL.K,2026-03-24,2.765886,44.29,SDRL.K
SDRL.N,2026-03-24,2.765886,44.29,SDRL.N
SDVKY.PK,2026-03-24,45.924592,37.02,SDVKY.PK
SDXAY.PK,2026-03-24,7.16887,9.76,SDXAY.PK
SDXOF.PK,2026-03-24,7.16887,51.3,SDXOF.PK
SDZNY.PK,2026-03-24,33.38896,76.57,SDZNY.PK
SDZXF.PK,2026-03-24,33.38896,79.85,SDZXF.PK
SE.N,2026-03-24,43.604608,79.79,SE.N
SEB.N,2026-03-24,4.758867,4911.96,SEB.N
SEBYY.PK,2026-03-24,2.780014,5.47,SEBYY.PK
SECYF.PK,2026-03-24,3.514757,16.15,SECYF.PK
SECYY.PK,2026-03-24,3.514757,0.0,SECYY.PK
SEDG.O,2026-03-24,2.820917,46.73,SEDG.O
SEE.N,2026-03-24,6.182325,41.95,SEE.N
SEGSY.PK,2026-03-24,2.789022,24.24,SEGSY.PK
SEGXF.PK,2026-03-24,12.370812,9.27,SEGXF.PK
SEI.N,2026-03-24,4.219366,60.88,SEI.N
SEIC.O,2026-03-24,9.607481,78.59,SEIC.O
SEKEY.PK,2026-03-24,4.654632,6.17,SEKEY.PK
SEM.N,2026-03-24,2.017778,16.27,SEM.N
SEMR.K,2026-03-24,1.800943,11.93,SEMR.K
SEMR.N,2026-03-24,1.800943,11.93,SEMR.N
SEOAY.PK,2026-03-24,9.028296,11.63,SEOAY.PK
SEPN.O,2026-03-24,1.067874,23.78,SEPN.O
SERV.O,2026-03-24,0.713758,9.43,SERV.O
SEZL.O,2026-03-24,2.431692,71.94,SEZL.O
SF.N,2026-03-24,11.172592,72.18,SF.N
SFB.N,2026-03-24,11.172592,19.76,SFB.N
SFBS.K,2026-03-24,4.017171,73.52,SFBS.K
SFBS.N,2026-03-24,4.017171,73.52,SFBS.N
SFD.O,2026-03-24,9.230286,23.48,SFD.O
SFDMY.PK,2026-03-24,6.777543,124.0,SFDMY.PK
SFEGY.PK,2026-03-24,2.241714,13.74,SFEGY.PK
SFFLY.PK,2026-03-24,7.598093,7.8,SFFLY.PK
SFGYY.PK,2026-03-24,6.462085,4.57,SFGYY.PK
SFHOY.PK,2026-03-24,24.908463,17.01,SFHOY.PK
SFL.N,2026-03-24,1.539808,10.65,SFL.N
SFM.O,2026-03-24,7.462077,78.9,SFM.O
SFNC.O,2026-03-24,2.777117,19.17,SFNC.O
SFRGY.PK,2026-03-24,1.260603,3.76,SFRGY.PK
SFSHY.PK,2026-03-24,1.868163,0.0,SFSHY.PK
SFTBF.PK,2026-03-24,127.266451,23.4,SFTBF.PK
SFTBY.PK,2026-03-24,127.266451,11.52,SFTBY.PK
SFTCY.PK,2026-03-24,3.229561,0.0,SFTCY.PK
SGAMY.PK,2026-03-24,3.463038,4.03,SGAMY.PK
SGAPY.PK,2026-03-24,63.472289,38.94,SGAPY.PK
SGBAF.PK,2026-03-24,3.1434,6.7,SGBAF.PK
SGBLY.PK,2026-03-24,29.306595,18.07,SGBLY.PK
SGGKY.PK,2026-03-24,26.164936,85.66,SGGKY.PK
SGHC.K,2026-03-24,5.400209,10.68,SGHC.K
SGHC.N,2026-03-24,5.400209,10.68,SGHC.N
SGHDY.PK,2026-03-24,6.152119,9.46,SGHDY.PK
SGHIY.PK,2026-03-24,1.968093,17.83,SGHIY.PK
SGI.N,2026-03-24,16.017439,76.15,SGI.N
SGIHY.PK,2026-03-24,4.178084,0.0,SGIHY.PK
SGIOY.PK,2026-03-24,18.637185,10.43,SGIOY.PK
SGML.O,2026-03-24,1.153021,10.35,SGML.O
SGMMY.PK,2026-03-24,3.10717,0.0,SGMMY.PK
SGOV.N,2026-03-24,80.911581,100.58,SGOV.N
SGPIY.PK,2026-03-24,24.283872,0.0,SGPIY.PK
SGPYY.PK,2026-03-24,10.185304,44.03,SGPYY.PK
SGRY.O,2026-03-24,1.55045,11.98,SGRY.O
SGSOY.PK,2026-03-24,20.983241,10.78,SGSOY.PK
SHAK.K,2026-03-24,3.879468,90.87,SHAK.K
SHAK.N,2026-03-24,3.879468,90.87,SHAK.N
SHALY.PK,2026-03-24,2.114706,11.85,SHALY.PK
SHANY.PK,2026-03-24,1.15456,25.19,SHANY.PK
SHC.O,2026-03-24,3.947362,13.88,SHC.O
SHCAY.PK,2026-03-24,2.385223,0.88,SHCAY.PK
SHCO.K,2026-03-24,1.758889,8.99,SHCO.K
SHECY.PK,2026-03-24,75.92675,19.7,SHECY.PK
SHEL.K,2026-03-24,252.693592,90.71,SHEL.K
SHEL.N,2026-03-24,252.693592,90.71,SHEL.N
SHG.N,2026-03-24,28.734037,62.15,SHG.N
SHGKY.PK,2026-03-24,1.035997,2.33,SHGKY.PK
SHILY.PK,2026-03-24,8.733416,0.0,SHILY.PK
SHKLY.PK,2026-03-24,13.957762,146.57,SHKLY.PK
SHLRF.PK,2026-03-24,34.961204,343.64,SHLRF.PK
SHLS.O,2026-03-24,1.046896,6.24,SHLS.O
SHMUY.PK,2026-03-24,12.802064,91.3,SHMUY.PK
SHMXY.PK,2026-03-24,7.10135,12.26,SHMXY.PK
SHNDY.PK,2026-03-24,34.961204,15.98,SHNDY.PK
SHNWF.PK,2026-03-24,12.289602,7.3,SHNWF.PK
SHNXY.PK,2026-03-24,1.210848,18.19,SHNXY.PK
SHO.N,2026-03-24,1.723072,9.11,SHO.N
SHO_ph.N,2026-03-24,1.723072,20.11,SHO_ph.N
SHO_pi.N,2026-03-24,1.723072,18.27,SHO_pi.N
SHOO.O,2026-03-24,2.452753,33.64,SHOO.O
SHOP.O,2026-03-24,157.927887,121.1,SHOP.O
SHOUY.PK,2026-03-24,2.125258,0.0,SHOUY.PK
SHPHY.PK,2026-03-24,1.529527,0.0,SHPHY.PK
SHPMY.PK,2026-03-24,7.984804,7.6,SHPMY.PK
SHTDY.PK,2026-03-24,7.840184,13.17,SHTDY.PK
SHTPY.PK,2026-03-24,2.284107,4.37,SHTPY.PK
SHV.N,2026-03-24,21.02318,110.3,SHV.N
SHV.O,2026-03-24,21.02318,110.3,SHV.O
SHW.N,2026-03-24,77.659409,313.95,SHW.N
SHWDY.PK,2026-03-24,12.330254,69.44,SHWDY.PK
SHWGY.PK,2026-03-24,2.61337,2.27,SHWGY.PK
SHZHY.PK,2026-03-24,10.122807,6.59,SHZHY.PK
SHZNY.PK,2026-03-24,3.197834,36.13,SHZNY.PK
SICCY.PK,2026-03-24,4.993666,0.0,SICCY.PK
SID.N,2026-03-24,1.657269,1.25,SID.N
SIEGY.PK,2026-03-24,191.872315,123.3,SIEGY.PK
SIELY.PK,2026-03-24,16.436569,10.25,SIELY.PK
SIETY.PK,2026-03-24,10.032336,99.25,SIETY.PK
SIFY.O,2026-03-24,1.033887,14.29,SIFY.O
SIG.N,2026-03-24,3.596083,89.75,SIG.N
SIGCY.PK,2026-03-24,5.426282,14.26,SIGCY.PK
SIGI.O,2026-03-24,4.510353,75.07,SIGI.O
SIGIP.O,2026-03-24,4.510353,16.39,SIGIP.O
SII.N,2026-03-24,3.513439,136.25,SII.N
SILA.K,2026-03-24,1.325913,24.0,SILA.K
SILA.N,2026-03-24,1.325913,24.0,SILA.N
SILXY.PK,2026-03-24,0.953501,18.53,SILXY.PK
SIM.N,2026-03-24,5.093808,31.68,SIM.N
SIMO.O,2026-03-24,4.204799,123.73,SIMO.O
SINGF.PK,2026-03-24,15.984076,5.28,SINGF.PK
SINGY.PK,2026-03-24,15.984076,10.3,SINGY.PK
SION.O,2026-03-24,1.63928,36.43,SION.O
SIRI.O,2026-03-24,7.522347,22.47,SIRI.O
SITE.K,2026-03-24,5.963773,134.14,SITE.K
SITE.N,2026-03-24,5.963773,134.14,SITE.N
SITIY.PK,2026-03-24,11.760508,43.92,SITIY.PK
SITM.O,2026-03-24,9.104242,346.17,SITM.O
SJM.N,2026-03-24,10.492062,98.38,SJM.N
SJMHF.PK,2026-03-24,1.940161,0.26,SJMHF.PK
SJMHY.PK,2026-03-24,1.940161,1.28,SJMHY.PK
SKBSY.PK,2026-03-24,10.470922,26.34,SKBSY.PK
SKE.N,2026-03-24,3.284811,27.12,SKE.N
SKFRY.PK,2026-03-24,10.489409,23.34,SKFRY.PK
SKHHY.PK,2026-03-24,6.806016,14.12,SKHHY.PK
SKHSY.PK,2026-03-24,14.624433,22.24,SKHSY.PK
SKLTY.PK,2026-03-24,3.577359,20.69,SKLTY.PK
SKM.N,2026-03-24,11.066737,28.88,SKM.N
SKNGY.PK,2026-03-24,1.25401,0.0,SKNGY.PK
SKPJY.PK,2026-03-24,5.388814,34.63,SKPJY.PK
SKSUY.PK,2026-03-24,7.078656,87.03,SKSUY.PK
SKT.N,2026-03-24,3.916001,34.2,SKT.N
SKWD.O,2026-03-24,1.8983,42.69,SKWD.O
SKY.N,2026-03-24,4.162583,75.27,SKY.N
SKYT.O,2026-03-24,1.403376,29.24,SKYT.O
SKYW.O,2026-03-24,3.684684,91.19,SKYW.O
SLAB.O,2026-03-24,6.823143,206.96,SLAB.O
SLB.N,2026-03-24,73.930815,49.25,SLB.N
SLCJY.PK,2026-03-24,1.739335,3.41,SLCJY.PK
SLDE.O,2026-03-24,2.110944,16.98,SLDE.O
SLDP.O,2026-03-24,0.69041,3.13,SLDP.O
SLF.N,2026-03-24,34.961008,63.15,SLF.N
SLFPY.PK,2026-03-24,4.648023,10.03,SLFPY.PK
SLG.N,2026-03-24,2.753879,38.77,SLG.N
SLG_pi.N,2026-03-24,2.753879,21.4,SLG_pi.N
SLGN.K,2026-03-24,4.061625,38.52,SLGN.K
SLGN.N,2026-03-24,4.061625,38.52,SLGN.N
SLI.N,2026-03-24,0.878469,3.61,SLI.N
SLLDY.PK,2026-03-24,11.363478,10.61,SLLDY.PK
SLM.O,2026-03-24,3.986871,20.12,SLM.O
SLMBP.O,2026-03-24,3.986871,74.99,SLMBP.O
SLNLY.PK,2026-03-24,1.511514,18.5,SLNLY.PK
SLNO.O,2026-03-24,1.637525,31.72,SLNO.O
SLOIY.PK,2026-03-24,2.145576,31.0,SLOIY.PK
SLSR.K,2026-03-24,1.360612,8.07,SLSR.K
SLTCY.PK,2026-03-24,1.924685,6.23,SLTCY.PK
SLVM.K,2026-03-24,1.5266,38.64,SLVM.K
SLVM.N,2026-03-24,1.5266,38.64,SLVM.N
SLVYY.PK,2026-03-24,3.05759,2.86,SLVYY.PK
SM.N,2026-03-24,6.924334,29.05,SM.N
SMA.N,2026-03-24,1.729563,31.24,SMA.N
SMAWF.PK,2026-03-24,191.872315,252.01,SMAWF.PK
SMBMY.PK,2026-03-24,6.149172,15.13,SMBMY.PK
SMCAY.PK,2026-03-24,25.35343,19.8,SMCAY.PK
SMCI.O,2026-03-24,12.958401,21.58,SMCI.O
SMDPY.PK,2026-03-24,4.770633,12.14,SMDPY.PK
SMECF.PK,2026-03-24,25.35343,396.22,SMECF.PK
SMERY.PK,2026-03-24,147.587131,173.2,SMERY.PK
SMFG.K,2026-03-24,124.370135,19.53,SMFG.K
SMFG.N,2026-03-24,124.370135,19.53,SMFG.N
SMFNF.PK,2026-03-24,124.370135,32.56,SMFNF.PK
SMFSY.PK,2026-03-24,5.536276,0.0,SMFSY.PK
SMG.N,2026-03-24,3.81089,65.66,SMG.N
SMGZY.PK,2026-03-24,9.179001,30.39,SMGZY.PK
SMHRY.PK,2026-03-24,7.283728,2.21,SMHRY.PK
SMMNY.PK,2026-03-24,48.018393,21.36,SMMNY.PK
SMMT.O,2026-03-24,12.095814,15.6,SMMT.O
SMMYY.PK,2026-03-24,16.202836,13.96,SMMYY.PK
SMNNY.PK,2026-03-24,8.940833,10.32,SMNNY.PK
SMNR.PK,2026-03-24,1.841673,8.0,SMNR.PK
SMPHY.PK,2026-03-24,9.213003,0.0,SMPHY.PK
SMPL.O,2026-03-24,1.300682,14.05,SMPL.O
SMPNY.PK,2026-03-24,33.936038,18.33,SMPNY.PK
SMR.N,2026-03-24,3.954791,11.7,SMR.N
SMSEY.PK,2026-03-24,2.698347,9.6,SMSEY.PK
SMSMY.PK,2026-03-24,2.769293,15.25,SMSMY.PK
SMTC.O,2026-03-24,7.081165,76.52,SMTC.O
SMTGY.PK,2026-03-24,1.533573,4.3,SMTGY.PK
SMTOY.PK,2026-03-24,47.617391,60.9,SMTOY.PK
SN.N,2026-03-24,14.853099,105.16,SN.N
SNA.N,2026-03-24,18.87339,362.55,SNA.N
SNAP.K,2026-03-24,7.617173,4.51,SNAP.K
SNAP.N,2026-03-24,7.617173,4.51,SNAP.N
SNBOY.PK,2026-03-24,0.909231,2.81,SNBOY.PK
SNCHQ.PK,2026-03-24,2.353092,0.0,SNCHQ.PK
SNCPF.PK,2026-03-24,1.178944,56.7,SNCPF.PK
SNDA.N,2026-03-24,1.499358,31.64,SNDA.N
SNDFY.PK,2026-03-24,4.973182,18.0,SNDFY.PK
SNDK.O,2026-03-24,103.688207,702.49,SNDK.O
SNDR.K,2026-03-24,4.285224,24.44,SNDR.K
SNDR.N,2026-03-24,4.285224,24.44,SNDR.N
SNDX.O,2026-03-24,2.124752,24.09,SNDX.O
SNEJF.PK,2026-03-24,125.457224,20.81,SNEJF.PK
SNEVY.PK,2026-03-24,1.700618,0.0,SNEVY.PK
SNEX.O,2026-03-24,5.581835,70.93,SNEX.O
SNFRY.PK,2026-03-24,1.434789,8.43,SNFRY.PK
SNHIY.PK,2026-03-24,25.514788,11.37,SNHIY.PK
SNIRY.PK,2026-03-24,1.518942,11.56,SNIRY.PK
SNLAY.PK,2026-03-24,13.887781,7.58,SNLAY.PK
SNMCY.PK,2026-03-24,12.507397,11.5,SNMCY.PK
SNMRY.PK,2026-03-24,24.318876,14.68,SNMRY.PK
SNMSF.PK,2026-03-24,1.321015,13.16,SNMSF.PK
SNN.N,2026-03-24,13.552169,31.94,SNN.N
SNOW.K,2026-03-24,60.22094,174.2,SNOW.K
SNOW.N,2026-03-24,60.22094,174.2,SNOW.N
SNPHY.PK,2026-03-24,3.49064,10.6,SNPHY.PK
SNPMF.PK,2026-03-24,97.736878,0.57,SNPMF.PK
SNPRY.PK,2026-03-24,3.505885,0.0,SNPRY.PK
SNPS.O,2026-03-24,82.846745,432.48,SNPS.O
SNPTF.PK,2026-03-24,7.286487,6.61,SNPTF.PK
SNROY.PK,2026-03-24,8.453962,26.14,SNROY.PK
SNWGF.PK,2026-03-24,1.718048,9.77,SNWGF.PK
SNX.N,2026-03-24,12.607549,156.37,SNX.N
SNY.O,2026-03-24,107.754234,44.77,SNY.O
SO.N,2026-03-24,104.942934,93.75,SO.N
SOAGY.PK,2026-03-24,16.337992,48.44,SOAGY.PK
SOBKY.PK,2026-03-24,67.751443,13.68,SOBKY.PK
SOBO.K,2026-03-24,7.026433,33.76,SOBO.K
SOC.N,2026-03-24,2.327929,15.81,SOC.N
SOFI.O,2026-03-24,21.870775,17.15,SOFI.O
SOHGY.PK,2026-03-24,3.94493,9.95,SOHGY.PK
SOHVY.PK,2026-03-24,3.812141,7.82,SOHVY.PK
SOJC.N,2026-03-24,104.942934,21.17,SOJC.N
SOJD.N,2026-03-24,104.942934,19.67,SOJD.N
SOJE.N,2026-03-24,104.942934,17.35,SOJE.N
SOJF.N,2026-03-24,104.942934,25.28,SOJF.N
SOLS.O,2026-03-24,11.263138,70.95,SOLS.O
SOLV.K,2026-03-24,11.396755,65.69,SOLV.K
SOLV.N,2026-03-24,11.396755,65.69,SOLV.N
SOMLY.PK,2026-03-24,17.279183,9.16,SOMLY.PK
SOMMY.PK,2026-03-24,5.013614,15.0,SOMMY.PK
SOMN.N,2026-03-24,104.942934,50.57,SOMN.N
SON.N,2026-03-24,5.10726,51.78,SON.N
SONO.O,2026-03-24,1.642659,13.59,SONO.O
SONVY.PK,2026-03-24,12.717712,42.91,SONVY.PK
SONY.K,2026-03-24,125.457224,20.68,SONY.K
SONY.N,2026-03-24,125.457224,20.68,SONY.N
SOTDY.PK,2026-03-24,1.939042,9.0,SOTDY.PK
SOTGY.PK,2026-03-24,7.286487,70.0,SOTGY.PK
SOUHY.PK,2026-03-24,12.356433,13.76,SOUHY.PK
SOUN.O,2026-03-24,2.91319,6.89,SOUN.O
SPASY.PK,2026-03-24,4.18764,0.0,SPASY.PK
SPB.N,2026-03-24,1.683768,72.58,SPB.N
SPG.N,2026-03-24,58.97577,181.49,SPG.N
SPG_pj.N,2026-03-24,58.97577,53.5,SPG_pj.N
SPGI.K,2026-03-24,128.146356,428.87,SPGI.K
SPGI.N,2026-03-24,128.146356,428.87,SPGI.N
SPGNY.PK,2026-03-24,4.388038,11.11,SPGNY.PK
SPH.N,2026-03-24,1.343212,20.25,SPH.N
SPHR.K,2026-03-24,3.947836,111.2,SPHR.K
SPHR.N,2026-03-24,3.947836,111.2,SPHR.N
SPIIY.PK,2026-03-24,8.714524,12.0,SPIIY.PK
SPKKY.PK,2026-03-24,2.313731,6.25,SPKKY.PK
SPKOY.PK,2026-03-24,1.345706,19.53,SPKOY.PK
SPNT.K,2026-03-24,2.450947,20.95,SPNT.K
SPNT.N,2026-03-24,2.450947,20.95,SPNT.N
SPOT.K,2026-03-24,101.374405,492.39,SPOT.K
SPOT.N,2026-03-24,101.374405,492.39,SPOT.N
SPPSY.PK,2026-03-24,2.745875,12.87,SPPSY.PK
SPRPY.PK,2026-03-24,1.09543,11.1,SPRPY.PK
SPRRY.PK,2026-03-24,2.005145,0.0,SPRRY.PK
SPRY.O,2026-03-24,0.76161,7.67,SPRY.O
SPSC.O,2026-03-24,2.184001,58.41,SPSC.O
SPXC.K,2026-03-24,9.702052,194.52,SPXC.K
SPXC.N,2026-03-24,9.702052,194.52,SPXC.N
SPXCY.PK,2026-03-24,15.978065,30.26,SPXCY.PK
SPXSY.PK,2026-03-24,6.509313,45.6,SPXSY.PK
